sample_id	latitude	longitude
SAMN09710617	22.75	-158.0
SAMN09710612	22.75	-158.0
SAMN09710613	22.75	-158.0
SAMN09710615	22.75	-158.0
SAMN09710608	22.75	-158.0
SAMN09710610	22.75	-158.0
SAMN09710611	22.75	-158.0
SAMN09710607	22.75	-158.0
SAMN09710618	22.75	-158.0
SAMN09710601	22.75	-158.0
SAMN09710603	22.75	-158.0
SAMN09710598	22.75	-158.0
SAMN09710600	22.75	-158.0
SAMN09765712	22.75	-158.0
SAMN09765701	22.75	-158.0
SAMN09765699	22.75	-158.0
SAMN09765696	22.75	-158.0
SAMN09765702	22.75	-158.0
SAMN09765707	22.75	-158.0
SAMN09765693	22.75	-158.0
SAMN09765687	22.75	-158.0
SAMN09765688	22.75	-158.0
SAMN09765689	22.75	-158.0
SAMN09710602	22.75	-158.0
SAMN09765680	22.75	-158.0
SAMN09765706	22.75	-158.0
SAMN09765697	22.75	-158.0
SAMN09765714	22.75	-158.0
SAMN09765710	22.75	-158.0
SAMN09765690	22.75	-158.0
SAMN07137025	22.75	-158.0
SAMN05991675	22.75	-158.0
SAMN05991673	22.75	-158.0
SAMN07136787	-32.5	-170.0
SAMN07136817	-32.4995	-154.9993
SAMN07136904	-32.499	-169.0023
SAMN05422104	29.97	-23.69
SAMN05991670	22.75	-158.0
SAMD00080426	11.3699	142.4301
SAMN05991687	22.75	-158.0
SAMN07224084	24.39	-156.77
SAMN03860273	20.525	38.781
SAMN07136866	-32.494	-153.0057
SAMN07136874	-32.4957	-151.0007
SAMN07136792	-32.5	-172.0
SAMN07136786	-32.5	-170.0
SAMN07136896	-32.4937	-169.9952
SAMN07136893	-32.4937	-169.9952
SAMN07136894	-32.4937	-169.9952
SAMN07136902	-32.499	-169.0023
SAMN07136901	-32.499	-169.0023
SAMN07136721	-32.495	-157.9945
SAMN07136813	-32.4995	-154.9993
SAMN07136819	-32.5013	-153.9982
SAMN07136908	-32.495	-168.002
SAMN07136865	-32.494	-153.0057
SAMN07136864	-32.4637	-159.0193
SAMN07136870	-32.4885	-151.9995
SAMN07136868	-32.4885	-151.9995
SAMN07136696	-37.8305	-41.1248
SAMN07136838	-32.4985	-165.9988
SAMN07136889	-32.4967	-170.9953
SAMN07136890	-32.4967	-170.9953
SAMN07136891	-32.4967	-170.9953
SAMN07136483	49.7225	-42.4467
SAMN02954009	38.0685	-0.231994
SAMEA104210872	33.71	-118.254
SAMN07136648	-35.0093	-39.431
SAMN07224081	24.35	-156.8
SAMN07224088	24.5	-156.69
SAMN07224085	24.42	-156.76
SAMN07224101	24.58	-156.41
SAMN07224087	24.48	-156.72
SAMN07224093	24.55	-156.58
SAMN07224098	24.59	-156.44
SAMN07224097	24.6	-156.5
SAMN07136785	-32.5	-170.0
SAMN07136818	-32.5013	-153.9982
SAMN07136795	-32.4957	-164.9923
SAMN07137016	22.75	-158.0
SAMN07136822	-32.5013	-153.9982
SAMN07136512	34.3277	-55.4316
SAMN07136535	24.1497	-40.2179
SAMN07136536	24.1497	-40.2179
SAMN05991658	22.75	-158.0
SAMN07136561	31.7535	-64.175
SAMN07136560	31.7535	-64.175
SAMN02905558	18.9	-104.5
SAMN02905559	18.9	-104.5
SAMN07136710	17.3516	-20.8167
SAMN07136580	17.4	-24.5
SAMN07136824	-32.4948	-154.0042
SAMN05422110	-26.91	-21.43
SAMN07136682	-48.9358	-48.7933
SAMEA2622667	-8.9846	-139.2352
SAMEA2622852	-8.9051	-142.5614
SAMN07136687	-44.7117	-45.5265
SAMN07136706	17.3516	-20.8167
SAMN05422169	-28.62	-11.8
SAMN09302804	56.93	17.06
SAMN09302814	56.93	17.06
SAMN09302813	56.93	17.06
SAMEA2620421	-9.40165	66.3754
SAMN06268548	18.04	-133.26
SAMEA2622676	-8.97545	-139.2412
SAMN09302797	56.93	17.06
SAMEA2619625	41.1686	2.7996
SAMEA4397747	78.0912	116.1096
SAMEA2619686	35.756	14.3109
SAMEA2620014	19.0368	64.5038
SAMEA2620027	19.0196	64.5223
SAMEA2620053	19.0134	64.5698
SAMEA2620783	-22.3388	40.3428
SAMEA2620198	14.553	69.9888
SAMN05422168	32.0788	-17.2662
SAMN07136629	22.3411	-63.5833
SAMN09092449	33.55	-118.4
SAMN09091900	33.55	-118.4
SAMN09092269	33.55	-118.4
SAMN07137052	22.75	-158.0
SAMN09302791	56.93	17.06
SAMN07136689	-42.364	-44.0318
SAMN07136645	28.0905	-67.5015
SAMN07137100	31.66	-64.16
SAMN07136692	-39.9648	-42.4232
SAMN03351381	56.9308	17.0607
SAMN09302815	56.93	17.06
SAMN09092234	33.55	-118.4
SAMN05422114	14.52	-26.0
SAMN07136558	22.333	-35.867
SAMN07136582	17.4	-24.5
SAMN05213997	38.2833	-0.25
SAMN07137022	22.75	-158.0
SAMN07137017	22.75	-158.0
SAMN07136774	-30.0	156.0
SAMN05991651	22.75	-158.0
SAMN09091654	33.55	-118.4
SAMN07136695	-37.8305	-41.1248
SAMN07137043	22.75	-158.0
SAMN07137013	22.75	-158.0
SAMN07136621	19.4334	-29.3832
SAMEA2622694	-8.98475	-139.1835
SAMN03351365	56.9308	17.0607
SAMEA4397772	71.5697	160.9403
SAMEA2622810	-9.0692	-140.616
SAMN09092268	33.55	-118.4
SAMEA2620004	19.0368	64.5038
SAMN09091886	33.55	-118.4
SAMEA2622142	-12.9474	-96.0527
SAMN07136628	22.3411	-63.5833
SAMN07136644	28.0905	-67.5015
SAMEA2622832	-8.90305	-142.59
SAMN07136570	26.1369	-44.8262
SAMN07136552	22.333	-35.867
SAMN07136708	17.3516	-20.8167
SAMEA2619923	18.4658	39.8525
SAMEA2620852	-29.5228	37.8852
SAMN07136998	22.75	-158.0
SAMN07136766	-29.998	153.5
SAMN07224082	24.37	-156.8
SAMN07224103	24.58	-156.38
SAMN09091845	33.55	-118.4
SAMN07136652	-29.0538	-35.8078
SAMN07136515	13.1623	-53.4215
SAMN02905556	18.9	-104.5
SAMN07136597	39.6922	-69.8629
SAMD00080412	29.15	142.8012
SAMN07136673	-2.6505	-28.9172
SAMN07136860	-32.5103	-160.0078
SAMN07136851	-32.4978	-160.9928
SAMN07136847	-32.509	-162.009
SAMN07136850	-32.509	-162.009
SAMN07136845	-32.5063	-162.9935
SAMN07136804	-32.5043	-163.9897
SAMN07136808	-32.5038	-156.0107
SAMN07136835	-32.4985	-165.9988
SAMN07136840	-32.4957	-164.9923
SAMN07136800	-32.5043	-163.9897
SAMN07136905	-32.499	-169.0023
SAMN07136746	-30.0	170.877
SAMN07136747	-30.0	170.877
SAMN07136892	-32.4967	-170.9953
SAMN07136772	-30.0	154.003
SAMN07136767	-29.998	153.5
